"box_file","home_away","minutes","fgm","fga","3pm","3pa","ftm","fta","dreb","oreb","pf","stl","tover","blk"
"257096.html","home","200","22","51","8","17","17","22","6","23","20","10","17","2"
"257097.html","away","200","24","57","11","26","10","12","10","27","18","5","17","1"
"257097.html","home","200","25","55","7","24","9","16","5","17","14","6","8","5"
"257098.html","away","225","31","66","5","19","5","8","5","25","24","3","9","2"
"257098.html","home","225","24","62","9","30","20","29","12","31","13","6","10","1"
"257099.html","away","200","22","55","10","33","9","16","7","21","18","5","7","0"
"257099.html","home","200","31","54","7","14","14","23","7","28","16","5","8","0"
"257100.html","away","200","19","61","6","20","8","11","7","27","9","7","13","8"
"257100.html","home","200","27","69","10","36","5","7","12","29","10","7","10","5"
"257101.html","away","200","17","44","5","17","10","14","4","23","18","3","14","3"
"257101.html","home","200","16","44","5","19","19","23","5","24","13","9","9","4"
"257102.html","away","200","23","50","6","19","22","26","10","25","20","3","19","4"
"257102.html","home","200","23","53","4","15","19","22","4","15","19","8","7","4"
"257103.html","away","200","24","47","1","8","25","29","5","27","26","1","15","2"
"257103.html","home","200","26","51","11","28","17","24","3","19","24","6","12","4"
"257104.html","away","200","19","56","4","19","13","20","9","14","13","7","8","2"
"257104.html","home","200","24","46","4","12","13","14","7","28","15","6","14","7"
"257105.html","away","200","17","48","7","27","9","11","2","19","14","3","17","1"
"257105.html","home","200","27","53","10","25","6","11","6","29","14","9","14","1"
"257106.html","away","200","25","45","9","18","14","18","3","23","12","7","9","1"
"257106.html","home","200","19","49","7","20","4","12","4","19","16","7","12","1"
"257107.html","away","250","35","61","6","15","21","30","1","22","24","11","15","1"
"257107.html","home","250","30","60","5","20","25","31","5","28","25","6","20","1"
"257108.html","away","200","35","63","13","27","11","15","4","23","19","0","8","0"
"257108.html","home","200","34","61","12","27","18","23","4","24","11","5","3","3"
"257109.html","away","200","28","62","5","22","11","16","9","16","16","11","15","4"
"257109.html","home","200","27","52","7","19","16","17","6","25","19","6","20","3"
"257110.html","away","225","26","59","5","22","12","17","12","29","30","5","21","6"
"257110.html","home","225","25","61","4","15","19","30","9","17","22","11","9","4"
"257111.html","away","200","30","56","6","16","10","15","7","17","17","8","14","4"
"257111.html","home","200","29","52","12","22","11","15","6","19","17","5","15","2"
"257112.html","away","200","27","54","7","20","14","24","6","28","16","1","9","3"
"257112.html","home","200","29","62","13","29","10","13","3","22","20","6","4","3"
"257113.html","away","200","37","76","7","19","13","22","15","19","26","4","13","5"
"257113.html","home","200","33","59","7","18","26","38","9","25","20","10","15","7"
"257114.html","away","200","30","53","11","20","15","19","11","21","25","2","16","5"
"257114.html","home","200","23","52","4","16","27","35","10","13","18","11","9","3"
"257115.html","away","200","20","53","5","19","4","5","4","17","19","10","10","5"
"257115.html","home","200","19","51","2","11","18","22","15","26","12","8","15","2"
"257116.html","away","200","26","65","7","19","16","23","10","27","22","5","11","1"
"257116.html","home","200","24","63","6","23","18","28","14","27","18","5","9","8"
"257117.html","away","200","18","51","4","22","8","15","6","12","10","8","18","4"
"257117.html","home","200","34","57","7","15","7","14","7","24","10","7","13","4"
"257118.html","away","200","24","64","7","27","12","18","9","33","20","10","21","1"
"257118.html","home","200","25","56","14","35","16","26","2","32","16","13","16","5"
"257119.html","away","200","24","59","4","15","7","8","8","25","15","5","8","5"
"257119.html","home","200","19","54","4","20","11","15","10","24","12","3","11","4"
"257120.html","away","200","19","45","7","14","24","30","6","22","18","6","16","0"
"257120.html","home","200","22","51","3","13","16","24","10","22","24","9","16","4"
"257121.html","away","200","25","56","15","32","9","12","12","21","21","3","15","5"
"257121.html","home","200","23","57","9","27","21","25","9","15","16","9","5","4"
"257122.html","away","200","25","54","6","17","5","9","6","15","20","7","9","0"
"257122.html","home","200","26","47","4","13","14","20","9","23","11","4","11","2"
"257123.html","away","200","25","54","10","24","11","15","12","29","11","8","16","3"
"257123.html","home","200","18","56","9","20","6","9","7","19","11","9","13","5"
"257124.html","away","200","32","66","8","26","8","11","7","21","17","9","17","4"
"257124.html","home","200","32","67","7","22","20","22","9","28","15","10","14","2"
"257125.html","away","200","27","66","6","22","2","5","10","20","17","3","6","8"
"257125.html","home","200","27","55","4","12","6","10","6","29","10","4","8","3"
"257126.html","away","200","23","57","7","21","15","17","7","19","18","4","8","5"
"257126.html","home","200","28","65","4","20","13","17","15","23","15","1","9","7"
"257127.html","away","200","23","71","5","30","15","22","13","25","18","6","9","2"
"257127.html","home","200","28","60","8","22","17","20","6","37","19","5","10","6"
"257128.html","away","200","32","68","12","20","5","14","12","31","20","6","10","3"
"257128.html","home","200","22","52","4","16","20","28","4","27","13","6","12","1"
"257129.html","away","200","38","66","7","17","3","7","7","24","9","11","13","6"
"257129.html","home","200","29","65","9","25","5","10","9","19","12","7","14","5"
"257130.html","away","200","23","59","3","17","5","10","11","24","16","7","13","3"
"257130.html","home","200","23","58","10","26","11","13","9","24","9","6","10","1"
"257131.html","away","200","19","51","10","27","8","10","6","25","18","7","14","3"
"257131.html","home","200","19","54","3","20","19","22","11","20","10","7","8","4"
"257132.html","away","200","23","46","10","21","16","20","2","21","15","4","11","2"
"257132.html","home","200","29","67","4","13","8","12","16","21","18","5","8","2"
"257133.html","away","200","18","47","5","17","13","16","7","17","18","7","13","3"
"257133.html","home","200","21","55","6","19","17","17","9","22","14","5","11","1"
"257134.html","away","200","26","47","12","21","11","19","8","20","16","4","15","2"
"257134.html","home","200","29","63","4","17","10","13","11","16","16","9","7","1"
"257135.html","away","200","21","62","7","24","20","29","7","27","17","8","13","3"
"257135.html","home","200","28","66","3","17","13","24","12","36","15","7","13","4"
"257136.html","away","200","23","56","4","17","9","12","5","25","18","10","17","1"
"257136.html","home","200","20","54","8","34","15","22","9","25","15","9","15","3"
"257137.html","away","200","23","54","9","26","12","19","9","23","13","4","12","0"
"257137.html","home","200","29","54","7","16","5","8","3","22","18","7","9","5"
"257138.html","away","200","20","45","7","22","12","26","5","25","13","2","10","3"
"257138.html","home","200","19","48","1","11","9","16","2","26","21","3","9","2"
"257140.html","away","200","27","53","6","17","15","18","6","28","19","4","12","2"
"257140.html","home","200","23","52","4","11","16","24","5","17","17","3","7","0"
"257141.html","away","200","24","66","4","13","11","21","12","32","19","9","20","5"
"257141.html","home","200","20","59","6","25","13","22","7","29","20","13","20","8"
"257142.html","away","200","25","70","6","21","7","11","13","27","22","6","10","4"
"257142.html","home","200","24","59","5","12","18","26","9","32","16","5","12","5"
"257143.html","away","200","28","62","8","20","5","7","3","22","18","6","9","5"
"257143.html","home","200","26","58","5","22","18","22","8","29","12","5","9","3"
"257144.html","away","200","27","54","8","22","17","23","6","19","16","8","9","1"
"257144.html","home","200","28","53","8","20","7","9","4","20","17","4","14","0"
"257145.html","away","200","31","64","4","15","13","21","4","20","25","11","11","7"
"257145.html","home","200","23","58","5","15","17","23","10","27","22","2","22","4"
"257146.html","away","200","22","58","10","26","8","12","7","26","11","5","12","3"
"257146.html","home","200","27","59","12","29","3","6","4","25","11","6","10","4"
"257147.html","away","200","24","50","8","21","9","9","4","26","18","4","16","3"
"257147.html","home","200","23","63","10","33","12","18","9","19","11","9","7","2"
"257148.html","away","200","22","44","9","22","7","11","7","15","17","4","16","1"
"257148.html","home","200","26","49","1","12","14","16","8","17","18","8","12","2"
"257149.html","away","200","25","53","7","23","27","36","11","22","18","4","7","1"
"257149.html","home","200","21","51","8","22","12","19","7","18","25","5","13","0"
"257150.html","away","225","27","51","8","23","10","12","2","26","15","3","14","0"
"257150.html","home","225","28","59","3","7","14","16","4","21","10","5","7","1"
"257151.html","away","200","23","50","6","20","14","17","6","25","19","3","12","3"
"257151.html","home","200","23","57","3","8","12","17","8","17","17","4","9","2"
"257152.html","away","200","21","56","6","20","11","14","9","25","21","6","18","1"
"257152.html","home","200","21","53","4","15","16","21","8","22","17","10","14","3"
"257153.html","away","200","24","57","12","23","16","16","6","16","17","5","4","1"
"257153.html","home","200","28","51","8","22","16","19","6","22","19","2","9","3"
"257154.html","away","200","29","70","5","19","14","19","7","28","21","8","11","2"
"257154.html","home","200","29","62","7","22","20","25","6","33","18","6","13","6"
"257155.html","away","200","27","65","5","20","16","23","12","22","15","6","12","4"
"257155.html","home","200","35","64","14","25","13","18","7","26","18","8","9","6"
"257156.html","away","200","27","65","7","17","4","7","10","25","16","11","7","4"
"257156.html","home","200","21","54","8","24","10","12","8","26","10","4","14","4"
"257157.html","away","200","26","66","10","26","6","14","10","19","16","6","4","8"
"257157.html","home","200","29","64","3","12","14","17","12","33","14","2","8","5"
"257158.html","away","200","30","61","11","24","7","10","10","23","19","3","13","2"
"257158.html","home","200","20","55","5","25","14","19","5","19","15","7","9","4"
"257159.html","away","200","28","61","9","21","10","19","8","23","20","7","11","0"
"257159.html","home","200","24","49","8","21","22","26","5","28","15","6","11","7"
"257160.html","away","200","27","57","8","15","11","16","10","15","15","4","8","2"
"257160.html","home","200","32","57","8","18","12","15","8","19","12","3","7","3"
"257161.html","away","200","23","62","12","31","19","27","7","12","15","10","9","3"
"257161.html","home","200","41","63","9","17","9","17","11","31","19","8","16","6"
"257162.html","away","200","24","51","9","21","14","23","9","24","15","5","19","2"
"257162.html","home","200","30","58","13","27","9","12","5","18","20","8","11","2"
"257163.html","away","200","23","45","5","18","17","32","10","18","23","5","14","1"
"257163.html","home","200","22","45","5","11","21","25","5","20","24","6","15","0"
"257164.html","away","200","21","46","8","21","14","16","4","19","22","7","16","4"
"257164.html","home","200","22","55","5","17","19","25","14","18","17","10","14","4"
"257165.html","away","200","27","69","12","28","3","5","15","30","14","5","15","4"
"257165.html","home","200","30","75","8","28","10","15","12","27","6","13","5","7"
"257166.html","away","200","29","61","6","20","10","14","4","17","16","6","9","0"
"257166.html","home","200","32","57","10","21","13","15","6","25","17","7","12","8"
"257167.html","away","200","28","57","8","25","6","8","4","24","17","3","10","1"
"257167.html","home","200","24","53","6","15","13","20","7","23","13","4","9","3"
"257168.html","away","200","28","57","9","22","15","22","7","25","17","8","12","1"
"257168.html","home","200","25","55","7","22","13","14","3","24","18","7","14","5"
"257169.html","away","200","25","53","7","14","15","23","7","21","15","3","8","1"
"257169.html","home","200","25","52","5","21","16","20","5","23","14","7","8","2"
"257170.html","away","200","25","52","7","19","19","26","8","20","22","8","17","4"
